NAME	fibroblast	erythrocyte	professional antigen presenting cell	endothelial cell
Steap4	136.26657013649	1	1	1
Stk10	1	1	62.7871460940443	1
Stk17b	39.2358055251466	1	216.148383257917	1
Stk4	1	1	111.833731341323	1
Stmn1	1	1	170.628458500495	1
Stmn2	1	1	1	98.9772364258841
Stom	1	1	1	81.7185507632772
Strbp	1	1	80.172971606813	1
Stx11	1	1	48.6280045598489	1
Stxbp2	1	1	114.547457473186	1
Sulf1	108.825448435485	1	1	1
Sult1d1	201.249274217365	1	1	1
Susd3	1	1	105.09019301121	1
Suv420h1	1	1	1	58.7100062106953
Svep1	151.985784119126	1	1	1
Svil	65.2189782937993	1	1	1
Syk	1	1	188.024397060586	1
Syt11	79.9569245366718	1	1	1
Tacc3	1	1	64.1292608887878	1
Tagap	1	1	70.0987527517758	1
Tanc1	1	1	1	57.7203097270497
Tank	1	1	125.747275186167	1
Taok2	1	1	1	73.4426503816469
Tbc1d10c	1	1	143.111775124749	1
Tbc1d4	1	1	185.911973399616	1
Tbc1d8	1	1	79.2861120791779	1
Tbc1d9	1	1	102.829736266213	1
Tbxa2r	1	1	1	381.128648187012
Tbxas1	1	1	110.192885737308	1
Tceal8	91.571851378184	1	1	1
Tcf15	1	1	1	265.666025506486
Tcirg1	1	1	1	100.938061396868
Tek	1	1	1	389.332781121177
Tes	1	1	141.496852444999	1
Tfdp2	42.0681326719479	169.206767586148	1	1
Tgfb2	102.971523617325	1	1	1
Tgfb3	152.775997241478	1	1	1
Tgfbi	375.833746749266	1	423.148424640108	1
Tgfbr3	176.120248707621	1	1	1
Tgm2	234.215165784944	1	1	574.416383787574
Tgs1	1	1	55.4298092617586	1
Tgtp1	1	1	1	162.141118898141
Tgtp2	1	1	1	194.968935439828
Thbd	181.917081966108	1	1	412.41650091969
Thbs2	306.599389576072	1	1	1
Thbs3	263.479901201542	1	1	1
Thoc3	1	1	65.7051116061154	1
Thoc5	1	1	91.0998103700092	1
Thoc6	1	1	78.2692153343708	1
Thrsp	1	1	1	646.852345675428
Thsd1	1	1	1	65.2968461342046
Tie1	1	1	1	558.135393024622
Tifa	1	1	101.397997850983	1
Tifab	1	1	91.7725549916607	1
Timp2	1753.83397834988	1	149.50747590811	1
Timp3	746.293820671881	1	1	4206.62706719191
Timp4	1	1	1	691.283764040346
Tinagl1	166.640824371902	1	1	1802.56649585212
Tjp1	51.8533465088587	1	1	146.351446242856
Tm4sf1	168.010118690458	1	1	3015.6720397789
Tm7sf3	112.678179692086	1	1	1
Tm9sf4	119.996728108404	1	1	1
Tmc4	101.859662399528	1	1	1
Tmeff2	170.999879911568	1	1	1
Tmem100	135.728318238621	1	1	1
Tmem106a	1	1	73.9796346848122	1
Tmem119	272.955172172032	1	1	1
Tmem140	1	1	1	66.5848032295389
Tmem2	1	1	1	86.2364707252858
Tmem204	60.4951499738821	1	1	1012.03994214223
Tmem26	1	1	1	85.2251490478347
Tmem45a	75.3404006719064	1	1	1
Tmem63a	83.3047305706317	1	1	1
Tmem8	1	1	68.956850603601	1
Tmem88	1	1	1	680.407110085431
Tmem9	89.4825376700448	1	1	1
Tmem98	150.357271759318	1	1	1
Tmtc1	61.4672150035381	1	1	1
Tnfaip3	1	1	118.373437285023	1
Tnfaip8l1	1	1	1	71.7432719043913
Tnfaip8l2	1	1	78.9939727060523	1
Tnfrsf18	1	1	95.7366346570602	1
Tnfrsf1b	1	1	223.726460082099	1
Tnfrsf9	1	1	121.518263499218	1
Tnfsf10	1	1	1	179.154888704718
Tnxb	319.120807535555	1	1	1
Top2a	1	1	85.228100905148	1
Tox4	1	1	64.534133046081	1
Tpd52	1	1	108.799240606859	1
Tpm2	356.427336451988	1	1	1
Traf1	1	1	280.320803559726	1
Trex1	1	1	185.522164561383	1
Trib2	1	1	1	141.620874750138
Trim12a	1	1	59.3341411294358	1
Trim30a	1	1	112.157833717366	220.792729906568
Trim34a	1	1	1	94.4745186511052
Trim37	1	1	1	51.1097776955008
Trim47	88.2797420545986	1	1	354.654544478822
Trip6	83.9156904408847	1	1	1
Trp53i11	1	1	1	124.704368218857
Trpv2	1	1	90.2983972356267	1
Tsc22d1	455.043732680293	1	45.1108213693598	1798.60421684271
Tspan1	156.611577301132	1	1	1
Tspan11	160.787569977112	1	1	1
Tspan12	91.2068725740666	1	1	283.758017692765
Tspan13	1	1	197.799928601212	836.80207299648
Tspan14	1	1	58.7857185117832	156.882455802762
Tspan15	1	1	1	348.626487302433
Tspan18	1	1	1	81.4339938793586
Tspan33	1	1	69.0026126879185	1
Tspan6	1	1	1	112.835423725922
Tspan7	1	1	1	515.755872507478
Tspan9	62.0935084239599	1	1	198.734313631933
Tst	111.815404655444	1	1	1
Tsta3	1	1	81.4884931228143	1
Ttc39a	1	1	75.0683830541751	1
Ttc5	1	1	50.6042104148534	1
Ttc9c	1	1	62.2789842644612	1
Ttn	1	116.777890529418	1	1
Ttyh2	76.8002660031223	1	1	1
Tuba1c	82.2843321486767	1	325.920592389119	1
Tuba4a	1	1	51.3955990002129	1
Tubgcp2	65.3483107190847	1	1	1
Tusc2	72.624758544646	1	1	1
Twsg1	166.900899935919	1	1	1
Tyk2	1	1	70.3697849118045	1
Tyrobp	1	1	583.517591793676	1
Uaca	1	1	1	174.041737617349
Ube2f	1	1	137.180860942412	1
Ube2l6	52.3353132659492	2841.70882866045	180.264693862195	113.899625304314
Ube2o	1	331.953388911218	1	1
Ucp1	1	775.836382809205	1	1
Ugdh	207.996338715653	1	1	1
Ugp2	119.379756650108	1	1	1
Unc119	1	1	102.942315368549	1
Unc45b	1	1	1	228.854356689113
Unc5b	1	1	1	59.0933791861953
Upp1	1	1	1	173.108947039733
Ushbp1	1	1	1	512.756735282177
Usp3	1	1	101.051833719455	1
Uvrag	1	1	64.2795702235729	1
Vac14	1	1	104.370391223921	1
Vamp5	47.6599007648952	1	1	202.695232359402
Vasn	107.468934271357	1	1	1
Vav1	1	1	112.829086000821	1
Vcan	190.462061316407	1	1	1
Vhl	1	1	77.3394475419402	1
Vit	76.3470083190118	1	1	1
Vldlr	77.0875907486723	1	1	1
Vopp1	1	1	1	66.6084951162269
Vps16	1	1	63.3545649465527	1
Vrk1	1	1	116.157751270869	1
Vrk2	1	1	72.2111527735932	1
Vrk3	1	1	75.950380236304	1
Wbp1	66.2326375298965	1	1	1
Wdfy4	1	1	231.000181446628	1
Wdsub1	78.6237925818973	1	1	1
Wfdc1	309.314850010408	1	1	1
Wfdc2	1146.29258973963	1	1	1
Wisp2	143.940202491638	1	1	1
Wls	410.742216564528	1	1	89.0421685005283
Wnt4	281.197174352149	1	1	1
Wwtr1	285.362688444727	1	1	247.524241792571
X1110059E24Rik	1	1	1	128.380164341544
X1190002H23Rik	1	1	1	3341.02710780025
X1300014I06Rik	1	1	1	127.251277890098
X1810011O10Rik	1	1	1	1035.93457772508
X1810033B17Rik	1	1	84.8495429727852	1
X2510003E04Rik	73.4907823745826	1	1	1
X2610019F03Rik	1	1	1	144.674214837126
X2610305D13Rik	1	1	1	53.1069691065307
X2810025M15Rik	1	1	1	149.32317659827
X2810453I06Rik	34.6272058488995	600.488781049024	1	1
X2900026A02Rik	1	1	1	76.5690651728574
X3632451O06Rik	80.0670527942426	1	1	1
X4931406P16Rik	30.8892405715774	1	1	206.05960609024
X4933433P14Rik	1	1	1	90.3862611412604
X5031439G07Rik	1	1	83.9553932480701	1
X5430417L22Rik	1	1	1	112.788441755371
X5730469M10Rik	1	394.696341023691	1	1
X6230427J02Rik	1	1	1	109.253415883382
X6330406I15Rik	111.382121911021	1	1	1
X6330409N04Rik	1	1	1	49.9335863119104
X6430548M08Rik	1	1	1	65.7401742831147
X8430408G22Rik	1	1	1	2366.77467336082
X9030425E11Rik	84.9566479919452	1	1	1
X9430020K01Rik	80.5745451665364	1	1	401.805441149065
X9530082P21Rik	1	1	1	54.8542181525447
Xcr1	1	1	185.232478910353	1
Xpo1	1	1	59.6396854608286	1
Xrcc1	1	1	44.9569064633234	1
Yaf2	1	1	1	84.739565120489
Yes1	1	1	1	69.5024367287974
Zbtb38	1	1	1	73.9475029023742
Zc3h12d	1	1	120.434725162457	1
Zcchc24	85.4801397985247	1	1	1
Zcchc6	1	1	1	46.6111929699679
Zdhhc1	81.8043586450471	1	1	1
Zdhhc7	73.0730581005329	1	1	1
Zfp260	106.438863872005	1	1	1
Zfp358	1	1	1	62.2776895612759
Zfp637	85.8932537349914	1	1	1
Zfp704	61.9581526695994	1	1	1
Zkscan3	1	1	92.1324311137519	1
Zmynd15	1	1	187.902522476114	1
Znrf1	1	1	1	41.1885134555156
