NAME	monocyte	T cell	hematopoietic stem cell	granulocyte	erythrocyte	B cell	macrophage	Fraction A pre-pro B cell
Emr4	51.4752085319532	1	1	1	1	1	1	1
Endod1	1	1	1	1	1	1	1	58.3513691090465
Eng	1	1	1	1	1	1	1	71.2963388083672
Enpep	1	1	1	1	1	1	1	54.3993045527843
Enpp4	1	1	1	1	1	1	36.2385471532951	1
Entpd1	1	1	1	1	1	1	1	47.4170319971937
Entpd4	1	1	1	1	1	1	37.3750390727105	1
Entpd5	1	1	1	1	1	1	1	38.0871739392899
Eomes	1	84.8368028749681	1	1	1	1	1	1
Epb4.1	1	1	87.1860560330671	1	757.432655844091	23.7238459550757	1	1
Epb4.1l2	1	1	1	1	1	67.2548769967324	1	1
Epb4.2	1	1	1	1	154.928847968062	1	1	1
Epha2	1	1	1	1	1	1	57.3879627699001	1
Eps8	1	1	1	1	1	34.1292643370943	1	87.5333160650159
Epsti1	264.045012380595	523.568546351332	49.0854424852257	1	1	47.4038412386118	193.726778649963	54.2816010035389
Erc1	1	1	1	1	1	1	1	59.1973358615194
Ercc1	1	1	1	1	1	29.1023156139237	1	1
Erg	1	1	1	1	1	1	1	127.086641391823
Ergic1	1	1	1	1	1	1	51.3497133215292	1
Ermap	1	1	61.7622245822698	1	1	1	1	1
Ero1l	1	1	68.2350079105336	73.9256690211678	1	1	1	1
Esco2	1	1	80.8425654969814	1	1	152.870492349877	1	1
Esyt2	1	44.7115287211654	1	35.4096101374487	1	1	1	1
Etohi1	50.7319853400429	1	1	1	1	1	1	1
Ets1	1	273.620493341219	45.544283994777	97.9881663153873	1	214.671984215108	75.3706128334639	317.108933542378
Evi2a	235.90543029732	1	38.5033996060821	70.3055684455637	1	1	281.095468742025	50.1112674594357
Evi2b	167.462411130549	56.7709076092025	83.3799513332035	141.553331266527	1	1	1	1
Evi5	55.7921982531991	1	34.9012265438279	1	1	1	88.5517899986511	1
Evl	107.14169775671	315.608280563001	1	1	1	77.6924464292277	98.7579147086617	261.98848978858
Exo1	1	1	1	1	1	29.999606397207	1	1
Exosc2	1	1	1	1	1	40.6749156594946	1	1
Exosc7	1	37.1440995388683	56.9062902588073	1	1	49.9327799502942	1	75.6256258997347
Exosc9	1	37.393656041503	25.0483557669434	1	1	42.1199109595541	1	24.4330291621395
Ext2	1	1	23.2309037504041	1	1	1	43.1755424455522	1
Ezh2	1	1	145.928224853164	1	1	642.905964385427	41.7469969103134	396.710291656801
F10	131.566044335369	1	47.5029166596591	1	1	1	1	1
F13a1	1010.6295825048	1	255.125607268903	1	1	1	1	77.4469256623741
F2r	1	52.8610118730282	1	1	1	1	1	1
F5	1	1	1	51.2797403613482	1	1	1	1
F630028O10Rik	1	1	51.0547322535021	113.13101227969	1	1	1	1
F630043A04Rik	1	1	1	1	1	31.5880559331055	1	1
F630111L10Rik	1	1	1	1	1	1	102.529809167653	1
Fabp5	131.625516718261	1	121.168725511223	1	1	50.1474455626531	54.7324693908718	1
Fads3	1	1	1	1	1	1	46.4860322227856	1
Faf2	1	1	1	1	1	37.3251221568868	1	1
Fahd1	1	1	31.5572579897876	1	1	1	1	1
Fahd2a	1	1	1	1	1	1	1	43.1102864678336
Faim3	1	1	1	1	1	210.846769150257	1	1
Fam100a	47.419329579732	46.7832859199295	31.030853677361	1	1	1	56.2512426230324	1
Fam101b	1	31.8685822511557	79.551640130613	252.005963357972	1	1	1	1
Fam102a	1	60.4882073528187	1	1	1	1	1	1
Fam105a	182.365718670727	100.152237853066	51.0127118488673	1	1	1	52.5313316038086	1
Fam108b	1	1	35.0555621746799	1	1	45.7659154968648	160.905208683676	44.576544132653
Fam111a	310.121967060474	94.8569157374892	196.908958039071	165.867747577427	1	207.243709111609	1	1
Fam116a	1	1	1	1	1	40.2702513726464	51.1034464084724	1
Fam117a	1	1	66.4041276431365	1	144.283077731692	32.0830359199675	77.5081119606585	1
Fam117b	47.1265376547444	1	19.694359253121	35.4565750233313	1	1	1	1
Fam118b	1	1	1	1	1	1	1	51.0706989285746
Fam125b	1	1	22.4467915012129	1	1	1	1	1
Fam129a	74.4828308175287	1	1	54.0466563083091	1	1	1	1
Fam129c	1	1	1	1	1	175.252874034274	1	268.262322057394
Fam132a	1	1	69.252415684467	39.1291447068896	1	1	1	1
Fam134a	54.3545274990594	35.961389212379	52.4088700275544	1	1	44.4073683046395	1	1
Fam134b	1	34.977693164923	1	38.0144763026229	1	42.4355467314968	1	73.4898567890761
Fam160a2	1	1	1	34.2514589562189	1	1	1	1
Fam160b1	1	1	1	1	1	1	53.8464928417549	1
Fam162a	1	85.0551467683424	64.7204932615677	1	1	71.9905515510573	51.145521220618	1
Fam172a	1	44.7254494236768	24.4836802077997	1	1	38.7934967748704	1	46.9321029651476
Fam174a	207.011054331709	43.1312237428841	61.3668714072185	1	1	30.8505802728613	316.473589164104	1
Fam175b	1	1	23.1256423708066	1	1	1	1	1
Fam176b	1	52.3480275526277	1	1	1	1	1	99.9086312573331
Fam188a	34.9420842812323	1	24.0171522841911	1	1	1	1	1
Fam189b	1	231.893810986756	1	1	1	1	1	108.806146424407
Fam26f	1	49.9760108710322	1	1	1	1	1	1
Fam33a	1	1	33.3973471994691	1	1	47.4176545474481	1	1
Fam3c	1	1	34.7566768497665	1	1	66.0144683739784	143.82864364296	1
Fam40a	1	1	1	1	1	1	1	77.828202892606
Fam43a	1	1	1	1	1	69.09891751095	1	130.355458463364
Fam46c	1	1	1	1	185.731641264458	1	1	1
Fam49a	66.0840182508411	1	1	1	1	1	1	41.4505470006563
Fam53c	1	1	1	1	1	1	1	41.9265745683597
Fam55b	1	1	58.1032840827304	1	57.4080166775585	1	1	1
Fam55c	1	1	1	1	1	1	1	96.7077382392171
Fam55d	35.7679726080956	1	1	1	1	1	1	1
Fam60a	1	1	29.6755626686862	1	1	60.7826966230874	1	96.5064723182888
Fam63a	1	1	1	47.7031319878518	1	1	1	1
Fam64a	1	1	35.1455291796807	1	1	60.3324481452102	1	1
Fam65a	1	1	1	1	1	1	1	75.8075393910349
Fam69a	100.423887277746	1	41.4206019631433	1	1	1	94.8459799624551	1
Fam78a	1	45.8819159204432	1	1	1	1	1	32.1769848006702
Fam82a2	1	1	26.5803902173454	1	1	1	1	1
Fam86	1	40.9832779282226	1	1	1	1	33.311296957759	1
Fam96b	42.6113366306363	68.4794120972803	47.3344759127962	1	1	74.3590316049833	98.5632807447559	1
Fam98b	1	1	1	1	1	50.4468753537015	1	1
Fam98c	1	1	31.2684074063634	1	1	1	71.7300908690565	75.0440821804493
Fas	37.4168288711012	1	1	40.3590718495156	1	1	1	1
Fbxl12	1	1	1	1	1	47.9291112608271	1	155.110146298624
Fbxl13	1	1	1	1	1	1	44.2078973554141	1
Fbxl3	1	1	1	1	1	1	1	31.0454734443616
Fbxl5	53.7496624391123	1	23.5743872703303	68.07348115142	1	40.2392565292242	44.5451734491384	1
Fbxo18	1	1	23.5224498430528	1	1	1	1	61.7398261511935
Fbxo38	1	1	1	1	1	1	1	50.1167704531054
Fbxo5	1	1	99.3206187491371	1	1	206.285449857672	1	1
Fbxo6	1	1	1	1	1	1	60.0555399424784	1
Fbxo7	1	1	33.06065075932	1	1	1	1	1
Fbxo9	36.005492254174	1	82.0781603698571	1	286.607265829438	28.2613246049447	41.4825545492757	1
Fbxw4	64.4558544125872	1	1	1	1	1	1	1
Fbxw5	1	1	1	1	1	1	1	47.5690370702893
Fbxw7	1	1	1	1	1	1	35.3266662047826	1
Fcgr1	135.439773558705	1	1	1	1	1	1	1
Fcgr2b	115.992049448897	1	50.2630645792758	1	1	37.0787416949137	1	1
Fcgr3	354.87136084941	1	161.66923210764	272.78212063395	1	1	1	1
Fcgr4	1	1	1	71.7686567875452	1	1	1	1
Fcgrt	60.1879983787652	1	1	1	1	1	1	1
Fcho1	1	38.5039847223265	33.0598640499538	1	1	111.362604926033	1	182.902528116617
Fcho2	76.7366840540677	1	34.0731973176801	48.2603281282069	1	1	1	1
Fcnb	1	1	288.399163700742	154.450805699288	1	1	1	1
Fcrl6	1	1	1	1	1	1	1	266.029408651807
Fcrla	1	1	1	1	1	450.318947448756	120.981962613638	1
Fdft1	1	1	1	1	1	1	50.7036915930752	1
Fdps	29.2319445858572	1	92.6783166333787	1	1	32.8613344160045	255.812648814728	56.4107546879627
Fdx1	1	43.7540779805974	27.4700663693263	1	1	35.2089851778075	1	116.564126634389
Fech	1	1	214.738983844338	1	1332.53625345295	1	1	1
Fem1c	1	1	1	1	1	1	1	79.8693467493333
Fen1	1	1	78.46052635323	1	1	148.457819924931	1	1
Fes	187.788655727385	1	90.6000361320236	129.367028845554	1	1	120.084127337525	1
Ffar2	1	1	33.599867351707	78.5245053403591	1	1	1	1
Fgd2	30.350720543262	1	1	1	1	1	114.337890930754	1
Fgd4	54.4508604858129	1	1	1	1	1	1	1
Fgf13	1	45.6989157703764	1	1	1	1	1	1
Fgfr1op	1	1	1	1	1	42.2699730761434	1	1
Fgl2	76.326682487823	1	28.1430773309136	1	1	1	1	1
Fgr	137.005451276299	1	40.4713783805938	117.09925390573	1	1	171.950555227628	1
Fignl1	1	1	46.542191803107	1	1	84.2903173569099	1	1
Fiz1	1	1	1	1	1	29.132608293015	1	1
Fkbp15	54.5434252015374	1	1	1	1	1	52.6143964086405	1
Flna	297.738984813676	78.777508200435	160.074305749651	332.630641780489	1	50.563543176381	65.2253189915549	1
Flot1	32.4579962865841	41.5887174136861	53.1995231050931	124.513711860463	1	1	36.897538532019	1
Flot2	49.6219185660384	1	67.6384466781697	108.291154509635	1	1	1	1
Flt3	1	1	1	1	1	1	161.65770782473	1
Fmnl2	1	1	1	1	1	1	100.353985828134	1
Fmo5	1	1	1	83.3429615176376	1	1	1	1
Fn1	785.155998046118	1	122.197378844808	1	1	1	1	1
Fnbp1	49.1353478168714	35.5739180497666	1	1	1	25.3648550261659	1	1
Fnbp4	1	1	28.9096419679935	1	1	55.8656647024586	72.2694349137658	1
Fndc3a	51.8476375607981	1	23.0138665154071	1	1	1	83.2267802094499	1
Fnip1	1	1	27.488158982084	1	1	1	1	1
Fosl2	60.3270326678303	1	1	41.321748044468	1	1	1	1
Foxn2	36.9261157981716	1	28.2393585237821	1	1	1	1	1
Foxo1	1	115.458600056155	1	1	1	88.8863573793132	1	230.632105960497
Fpr1	1	1	1	75.3545794174745	1	1	1	1
Fpr2	1	1	1	309.009695874102	1	1	1	1
Frmd4a	1	1	1	1	1	1	49.1852189937129	1
Frmd6	1	1	1	1	1	1	1	82.841508040464
Frrs1	43.3022539767722	1	34.6108608582366	1	1	1	1	1
Ftsjd2	30.2709773375682	1	28.0484336845121	56.6900504653258	1	32.8260912922639	33.6835654012527	1
Fut7	1	1	27.4350123468105	1	1	1	1	1
Fut8	1	1	41.9330963953214	1	1	47.1459474621646	1	1
Fxyd6	1	1	1	1	1	1	1	57.8209171794919
Fyb	351.883630405544	273.738846171283	70.9255245084953	101.034686677671	1	1	753.976945359795	1
Fyn	1	104.343599819727	1	1	1	1	354.143062485146	59.8945775947827
Fzr1	1	1	83.7836431357523	1	208.82641785245	98.2669424394549	29.1820778449834	1
G0s2	1	1	67.265627573625	499.614244006749	1	1	1	1
G2e3	1	1	21.6599499022948	1	1	1	1	1
G6pc3	1	1	33.5010170309607	1	1	1	1	1
G6pdx	105.726346345324	1	66.4510642183474	133.200706016181	1	1	1	1
Gabarapl2	177.400150809955	217.385957994776	208.347038611918	217.030881982769	916.434913710289	178.136993894628	233.810251943025	172.157757589521
Gabpb1	1	1	31.5835331605734	1	1	80.616290409344	1	124.981275327367
Gadd45a	44.9296832984924	1	143.428734306804	325.011458919525	396.27632249461	52.9746670408771	1	107.548194392803
Gadd45g	46.3258660071156	1	34.813621795548	123.532190515568	1	60.8262508854436	1	1
Gak	1	1	21.5170178518496	1	1	1	1	50.4389333253598
Galk2	1	1	1	1	1	1	1	53.4268493179957
Galns	39.6224545089613	1	43.3659574627315	51.4524131166242	1	1	1	1
Galnt12	1	1	1	1	1	1	48.1188343045331	1
Galnt2	1	1	25.8303523649627	1	1	1	42.6715254482338	1
Galnt6	1	31.2331060666061	1	1	1	1	1	1
Galnt7	1	55.2973319883894	1	1	1	38.1763684929864	1	1
Galnt9	52.9353385139752	1	1	1	1	1	1	1
Galt	1	1	20.8348257745047	1	1	1	1	1
Gapt	42.8740813343063	1	29.0521875579891	48.8741158649439	1	1	111.517643963113	1
Gapvd1	1	1	40.6973041895713	1	46.3154675402561	1	1	1
Gar1	1	59.6306244953073	60.3670887528443	1	1	112.973609022592	1	59.8232879229057
Gart	1	39.5349018935542	34.8916810806065	1	1	45.008628665867	1	1
Gas2l3	1	1	23.7227117022918	1	1	54.2433206874487	1	1
Gata3	1	94.0073922147555	1	1	1	1	1	1
Gatad2b	1	1	1	1	1	33.7454904003307	1	1
Gatm	1	1	82.3416554784022	1	1	1	1	1
Gbe1	1	1	28.0155310596737	43.9179683590164	1	1	1	1
Gbf1	1	1	1	1	1	27.6098946941483	50.1275135518423	1
Gbp3	63.7134524337704	1	1	1	1	1	1	1
Gbp4	1	48.4773790718123	1	1	1	1	1	1
Gbp7	1	47.1670886448466	1	1	1	1	1	42.8633418851479
Gca	1	1	71.9180702635958	144.625608204451	1	1	1	1
Gcfc1	1	1	23.8234794310683	1	1	33.9109679858402	63.3499699271711	1
Gch1	44.1485758621602	1	117.063909211791	1	161.325563477886	1	1	1
Gclc	1	1	1	1	1	49.8691798566463	1	67.5018726610246
Gclm	1	1	99.2636504117031	1	270.293834714831	1	1	1
Gcn1l1	1	1	1	1	1	1	1	54.8652039346036
Gda	214.411620333833	1	114.983303495149	354.721417937026	366.600316622036	1	1	1
Gdpd3	1	1	1	56.3609909097636	1	1	1	1
Gem	1	136.291530595371	1	1	1	96.4788500878799	40.6227317011704	131.980014702199
Gfpt1	1	1	1	1	1	1	30.7569950601471	1
Gfra1	1	1	1	1	1	59.5364219774535	1	261.494874269933
Gfra2	1	1	1	1	1	29.5022795390308	1	165.544409977701
Gga2	1	1	1	1	1	41.6836356262692	1	1
Ggct	1	39.9226823419536	1	1	1	1	1	1
Ggh	189.65150643476	1	78.4561606227736	53.3641641286607	1	1	1	55.2112300550486
Gigyf1	1	1	1	1	1	1	1	45.8458753368191
Gimap1	1	226.473394825749	1	1	1	102.556215278851	68.7282161961834	416.506010242395
Gimap3	1	389.977012463396	1	1	1	1	1	1
Gimap4	1	638.121048624859	1	1	1	1	1	73.4508709324118
Gimap5	1	157.472668063149	1	1	1	33.8421308064728	1	47.4582272505542
Gimap6	1	433.424510579358	1	1	1	124.718942425488	65.6175409850328	393.559694849756
Gimap7	1	202.004650357118	1	1	1	1	1	1
Gimap8	1	61.2975326244726	1	1	1	1	1	1
Gimap9	1	131.379346529874	1	1	1	53.0997462621145	1	199.88549979023
Gins1	1	1	1	1	1	32.2167680861148	1	1
Gins2	1	1	44.5022005156895	1	1	86.582242489952	1	1
Gipc1	1	54.612525444185	55.6283146947595	1	1	54.5600689885434	1	70.7931180013765
Glcci1	1	1	1	1	1	98.2740198528972	58.5693088346804	1
Gle1	1	32.1360521335418	23.892331552895	1	1	35.0749762609357	1	1
Glipr2	103.569491729377	123.594204189972	78.1223755929218	245.958885106724	1	1	1	47.1741888901086
Glrx	117.226207850683	1	197.465394213559	626.442729063723	1	98.350976521426	1	271.522674688804
Glrx5	90.4722827058631	79.5597024384995	301.35247099266	1	855.149102611139	130.954667942697	89.4716210846508	123.96881997981
Glt25d1	46.9373573924576	1	40.1691126520058	1	1	63.795759713289	121.131455971861	1
Glul	120.050977965779	35.1041911410833	82.4049084280444	1	240.880263921812	126.955078455083	73.3583566602358	90.0656697365408
Gm10872	1	1	1	52.7573949747239	1	1	1	1
Gm11346	1	39.9027120048601	1	1	1	1	1	1
Gm11428	996.108205060641	1	56.1432896801524	1	1	1	1	1
Gm12504	1	1	1	1	1	43.7624414780637	1	1
Gm12839	1	1	1	1	129.700267590087	1	1	1
Gm14005	43.2472698367665	1	38.6071251103893	89.4956580558775	1	1	1	1
Gm14207	1	1	1	1	1	1	94.8151153490586	1
Gm14548	28.8575432881066	1	1	1	1	1	1	1
Gm15987	48.9194868098641	1	1	1	1	1	1	1
Gm16039	1	1	1	1	1	27.8929454984609	1	1
Gm1604b	1	1	30.4086581672855	40.8211219525139	1	1	1	1
Gm1673	70.2748600278027	1	1	1	1	1	1	1
Gm17745	1	1	1	1	1	1	1	61.7212357037641
Gm19705	1	1	1	59.6362123127673	1	1	1	1
Gm2382	37.4375872799582	1	25.5089261053468	49.3312451911831	1	1	1	1
Gm4759	1	40.7655031246102	1	1	1	30.7730880263745	1	133.057099300662
Gm4902	116.682000026111	49.5011393833678	1	1	1	1	80.9817643900989	1
Gm5069	1	1	1	1	1	1	1	45.6341036553089
Gm5086	1	1	1	1	1	1	42.9586541747169	1
Gm5150	47.8179081759762	1	1	1	1	1	1	1
Gm5506	29.0646876142336	1	1	1	1	1	1	1
Gm5547	1	1	1	1	1	1	222.388079905683	1
Gm6251	1	58.3685780065531	20.3612646178748	1	1	36.2066097552143	1	1
Gm9320	91.3700024592753	246.041092033125	81.4256000777964	1	1	109.858956237586	114.147449758986	145.041654268331
Gm9733	246.812311131263	1	1	37.0993585171672	1	1	1	1
Gm9781	1	43.5354672267786	29.9871086698703	1	1	27.4983896997932	1	1
Gmds	1	1	1	1	1	32.5597989776128	1	1
Gmeb1	1	1	1	1	1	36.3333667396312	1	1
Gmip	32.9199599892357	1	27.7232414251327	53.6467956538722	1	1	1	1
Gmnn	1	1	155.948625730208	1	1	209.429440727793	1	1
Gmpr	1	1	1	1	1	1	1	133.567092245618
Gna11	1	1	1	1	1	39.6089614464178	81.6026168992617	1
Gna15	1	1	34.5247590879238	1	1	1	89.5341838622003	72.9490065021363
Gnaq	1	1	1	1	1	1	63.1095313684561	1
Gnb4	1	1	1	1	1	1	34.3313412342435	1
Gne	1	1	1	1	1	1	63.5258051562932	1
Gng12	69.8573030850254	1	140.185852142959	99.0246254745484	1	1	141.802754848627	46.8169652312922
Gngt2	263.22956830866	1	1	1	1	136.430194869059	122.467332552835	119.445326278357
Gnl2	1	30.4526411547457	24.3357290933818	1	1	39.3246914503175	30.9182144712502	1
Gnl3	1	72.2403829187982	58.4307289673908	1	1	59.7220659193719	54.147553259538	1
Gnpda1	53.0183817772401	1	1	1	1	1	1	1
Gnptab	1	1	1	1	1	26.1007530393299	50.5573189896749	1
Gnptg	1	59.5296062256431	1	1	1	1	1	1
Gns	47.6683377334963	1	1	1	1	1	137.712431155568	1
Golim4	1	1	51.9684915262562	119.856415987578	1	1	56.1453518889621	50.6626951933921
Golph3	1	1	35.0889023429699	29.6979397347611	1	35.3585164798495	1	22.3993375005654
Golph3l	1	1	22.6986961696248	1	1	1	1	1
Gp49a	1	1	1	126.477245067189	1	1	1	1
Gpaa1	1	1	40.7405496209162	1	1	29.3752195905755	1	1
Gpam	1	1	1	1	1	1	1	83.5387647615736
Gpc1	1	1	30.7439875416405	1	1	1	1	1
Gpd1l	1	1	1	1	1	83.9840399257311	1	114.739287462183
Gpd2	1	1	28.7772250841477	40.195701908841	1	1	1	1
Gphn	1	1	1	1	1	1	1	25.0330028370261
Gpr132	40.4077872462718	50.7984621206101	1	1	1	1	1	1
Gpr137b	1	1	1	1	1	1	30.9732154538283	1
Gpr137b.ps	1	1	1	1	1	1	48.5449179287288	1
Gpr141	138.204589630017	1	31.0421320442939	58.1158477614919	1	1	1	1
Gpr146	1	1	1	1	1	1	57.0416903515994	1
Gpr160	1	1	24.4656548927534	1	1	1	1	1
Gpr171	1	48.2962555982309	1	1	1	59.2257076629674	165.775406376043	44.4138369865768
Gpr174	1	79.025160010332	1	1	1	1	48.9035733627166	1
Gpr18	1	1	1	1	1	1	42.1576244110056	1
Gpr183	1	92.1119266828752	1	1	1	1	1	1
Gpr35	41.1049762400867	1	1	1	1	1	1	1
Gpr56	1	1	1	1	1	45.995204350025	1	364.164533808645
Gpr65	54.0460249613775	47.8381541356158	1	1	1	1	1	1
Gpr97	1	1	52.2906228688783	47.0812199423093	1	1	1	1
Gpx1	2601.32678511356	233.507166068426	2869.84132457791	1277.27848798035	9522.44745394139	474.427705847201	1576.47502176908	468.356765083551
Gramd1a	1	55.8017985551554	21.3763448676098	1	1	29.2601235780626	1	62.0414033590954
Gramd3	1	124.661086675737	1	1	1	1	1	1
Grap	1	100.859915147518	1	1	1	80.5169073059427	73.6586565362975	134.775781620185
Grap2	1	50.5430690135496	1	1	1	1	1	1
Grb7	1	1	1	1	1	1	1	136.459192280172
Gria3	1	1	27.5988889475068	1	1	1	49.3587392984077	1
Grina	72.172513215022	1	100.360136765681	275.90403331418	222.413858702268	1	86.7000428201515	65.1461594385082
Grn	418.259180346396	1	183.985640814186	79.9730678636419	1	63.7024358065677	1166.72591285036	1
Gse1	1	1	24.4233498800165	1	1	39.8829203358394	1	105.017107148426
Gsg2	1	1	23.74696121376	1	1	45.202848664303	1	1
Gsn	93.1144737412305	1	115.615860729986	295.537001460956	1	207.424182544343	286.543647576345	242.580628554017
Gsr	545.699941084687	67.4696131363712	546.486172756476	748.848758332992	35.6708959426133	1	90.4363247452253	1
Gstm1	168.803922048011	1	214.209467427262	1	1	1	1	1
Gsto1	158.898465774241	1	84.6454102004	1	1	1	1	1
Gstt2	1	1	1	1	1	51.4632841958774	1	312.593851214522
Gstz1	1	1	1	1	1	1	1	52.3267617119209
Gtf2h3	1	1	1	1	1	1	1	44.9708775044585
Gtf2i	1	74.6258983228237	28.4414428321095	1	1	25.3352841943611	70.1571056509805	35.9898449057994
Gtpbp2	1	1	27.3888187932013	1	1	1	1	56.1396723887053
Gtpbp6	1	1	1	1	1	1	1	40.1294945992404
Gtse1	1	1	1	1	1	34.313243337146	1	1
Guca1a	48.6482504336175	1	1	1	1	1	1	1
Guk1	45.6838295940136	80.2984642493165	45.6529400614069	1	1	35.4444521449927	39.6615641138666	1
Gxylt1	1	1	22.7817658207187	1	1	1	1	1
Gyg	208.820230347832	42.9310019108981	94.7863467847731	156.741241968082	1	1	1	1
Gypa	1	1	542.158023391896	1	2024.67656539977	1	1	1
Gypc	1	1	55.3158832573935	1	1	1	1	1
H1f0	73.9562767440752	1	43.8875772480245	1	1	1	1	254.798166069699
H2.Aa	1246.02685148942	1	1	1	177.233495517544	888.141664923397	1765.41005381366	1
H2.Ab1	1191.83942943608	1	96.2250302025456	1	164.046305633103	1004.19669721357	1555.5382403992	79.9634212871834
H2.DMa	265.589877884073	1	86.6636141262566	1	1	74.8792521441517	378.602773906919	1
H2.DMb1	207.110549247957	1	53.4899090849586	1	1	1	310.652173588899	1
H2.Eb1	929.486943489119	113.252186698938	1	1	87.6773135025413	677.641058743103	943.177489187128	1
H2.K2	39.7653126473863	1	1	1	1	1	1	1
H2.Oa	1	1	1	1	1	69.4664267569819	153.763291848884	105.113504553935
H2.Ob	1	1	1	1	1	95.2011833627642	1	150.960148014807
H2.Q4	45.6798813894531	223.413386213519	42.2377415918949	1	1	204.139934705101	214.311043602621	284.75656308136
H2.Q8	1	53.1969998301293	1	1	1	35.5219629471631	46.7706469600168	67.3569215242918
H2.T10	1	1	1	1	1	1	1	38.0749444298827
Haao	1	1	1	1	1	1	52.8259292001659	1
Hagh	60.3842407345864	1	149.487442035804	37.0350070012855	446.182248841603	1	49.3925445821798	1
Hars	1	1	48.380426590887	1	1	56.4119468973472	1	1
Hars2	1	1	1	1	1	1	1	45.6173860088662
Haus8	1	1	37.1388026850941	1	1	1	39.9582477538449	1
Havcr1	1	1	1	1	1	1	131.319780289325	1
Hba.a1	1	1	104.093047063534	1	1559.13402291271	1	1	1
Hba.a2	1	1	233.377199877204	1	3748.14101857562	1	1	1
Hbb.b1	1	1	145.382397492269	1	2335.2578336083	1	1	1
Hbb.b2	1	1	882.987162553676	34.7271727029014	10717.561702667	1	1	1
Hbq1a	1	1	1	1	36.24632551011	1	1	1
Hbq1b	1	1	1	1	250.109279860328	1	1	1
Hck	263.414535396571	1	69.7780192564966	132.173242533781	1	1	1	1
Hcst	115.93874422977	1007.09467600798	139.827984390155	432.417785933323	42.0629080316564	44.6312934831039	69.5656258008028	1
Hdac11	1	1	1	1	1	1	1	48.8064563092886
Hdac7	1	53.8549971169885	1	1	1	67.6656706804123	1	201.670973535728
Hdac8	1	1	1	1	1	35.4396699430848	1	67.2464522273672
Hdc	1	1	77.6375906442803	344.299109252969	1	1	1	1
Hdhd2	1	1	30.9200544641228	1	1	1	1	1
Heatr2	1	1	1	1	1	1	1	141.380762625863
Heatr7b1	1	1	1	1	1	1	1	141.214925701234
Hebp1	1	1	77.4398781053347	1	45.314438920612	1	1	1
Hells	1	1	62.1373657600428	1	1	150.763872440821	1	1
Helz	1	1	1	1	1	37.2690718894921	1	47.4057998338229
Hemgn	1	1	164.877162050492	1	1	1	1	1
Herc4	54.5900733143867	36.3277637448984	1	1	1	1	1	1
Hes1	1	1	1	1	1	42.3318176569811	1	121.93144614324
Heyl	1	1	1	1	1	1	1	112.214562912399
Hfe	45.5895898556972	1	1	1	1	1	1	1
Hgs	1	1	20.296041670778	1	1	1	1	1
Hgsnat	80.2536828618034	1	1	1	1	1	1	1
Hiatl1	78.2662801134195	1	67.2188148299499	103.031971533571	1	1	1	1
Hibadh	1	1	44.9063067077446	1	1	177.944680261835	108.749678392402	210.830597977537
Hibch	1	1	22.9161227509614	1	1	1	1	1
Hilpda	1	1	1	1	1	1	1	37.6911778351734
Hip1	37.9316364057161	1	1	1	1	1	1	1
Hip1r	1	1	1	1	1	31.08967924204	1	1
Hirip3	1	1	41.5244499304727	1	1	84.2594413007085	1	1
Hist1h1a	1	1	67.8257112845514	1	1	262.242175323987	1	55.6304263784102
Hist1h1b	1	1	353.703188463965	1	1	801.379474321768	1	1
Hist1h1d	1	1	45.8041806395451	1	1	77.8353585749498	1	1
Hist1h2ab	1	1	84.5507771923362	1	1	189.77460395182	1	1
Hist1h2ac	1	1	93.2849600354527	1	1	138.481318652666	1	1
Hist1h2ae	1	1	642.534734365634	1	1	1738.68417670562	1	30.0636912643186
Hist1h2ai	1	1	1	1	1	41.0886090226839	1	1
Hist1h2an	1	1	1	1	1	39.7963707070128	1	1
Hist1h2ao	73.1599666496747	175.013091394192	1508.84316931023	35.9737697336935	1	3285.519707285	73.0535903807077	82.8969811490655
Hist1h2bb	1	1	1	1	1	55.0569596329868	1	1
Hist1h2bc	65.3384586445409	1	95.210850615875	1	48.3520323970371	121.85640130741	1	1
Hist1h2bg	1	1	1	1	1	33.2524738914192	1	1
Hist1h2bj	1	1	1	1	1	37.0536071036866	1	1
Hist1h3c	1	1	42.9903995396812	1	1	87.749241723018	1	1
Hist1h4d	1	1	103.738065237869	1	1	217.942559089535	1	54.9941315353112
Hist1h4i	1	1	62.8743019943196	1	1	106.829611497149	1	1
Hist2h2ac	1	1	94.4033815732525	1	1	167.749752943189	1	1
Hist3h2ba	1	1	1	1	1	94.1815597597089	75.754004379871	121.664404024549
Hivep1	1	1	1	1	1	1	84.5086117360997	1
Hivep2	1	1	1	1	1	1	1	50.1845548751101
Hjurp	1	1	1	1	1	1	1	86.892892376079
Hk1	1	1	49.1671792146552	1	1	1	1	58.4118780215009
Hk2	118.781477077345	1	45.1785866632666	54.0158301752132	1	1	1	1
Hk3	37.0891669250376	1	72.4472789349272	127.60366882156	1	1	1	1
Hltf	38.186744018986	53.2685005531097	23.4386910840976	1	1	39.3960740829302	1	1
Hlx	1	1	24.1995202910044	52.3584929697605	1	1	1	1
Hmbs	34.9534112681182	1	365.556498737791	1	797.02868373884	55.4604500038035	1	1
Hmga2.ps1	38.0552515187246	1	1	1	1	1	1	1
Hmgb3	1	1	137.095204365835	1	1	236.714259544213	1	75.6834320640456
